l0_category_id,l0_category
343,Specials
9,Sweet Tooth
5,Pet Care
1487,Vegetables & Fruits
12,"Tea, Coffee & Health Drinks"
287,Pharma & Wellness
18,Cleaning Essentials
163,Personal Care
332,Cold Drinks & Juices
1237,Munchies
16,"Atta, Rice & Dal"
7,Baby Care
972,Sauces & Spreads
4,"Chicken, Meat & Fish"
175,Organic & Premium
15,Instant & Frozen Food
229,Paan Corner
14,Dairy & Breakfast
1557,"Dry Fruits, Masala & Oil"
1379,Home & Office
888,Bakery & Biscuits
